Date,BAC,CITI,GS,JPMC,MS,BAC_return,CITI_return,GS_return,JPMC_return,MS_return,,,
26-03-2018,28.57,64.06,241.22,101.44,50.34,0.04254,0.02722,0.03845,0.03043,0.04199,,,
27-03-2018,27.71,62.69,234.01,99.47,49.27,-0.03056,-0.02162,-0.03035,-0.01961,-0.02148,,,
28-03-2018,27.58,62.67,236.01,99.31,49.05,-0.0047,-0.00032,0.00851,-0.00161,-0.00448,,,
29-03-2018,28.15,61.97,238.36,101.12,50.02,0.02046,-0.01123,0.00991,0.01806,0.01958,,,
2/4/2018,27.51,62.16,234.09,99.17,48.87,-0.023,0.00306,-0.01808,-0.01947,-0.02326,,,
3/4/2018,27.77,62.87,237.15,100.53,49.29,0.00941,0.01136,0.01299,0.01362,0.00856,,,
4/4/2018,28.04,63.63,239.08,102.06,49.75,0.00968,0.01202,0.00811,0.0151,0.00929,,,
5/4/2018,28.46,64.47,242.1,103.4,50.85,0.01487,0.01311,0.01255,0.01304,0.02187,,,
6/4/2018,27.81,62.98,236.57,100.82,49.17,-0.0231,-0.02338,-0.02311,-0.02527,-0.0336,,,
9/4/2018,28.03,63.75,238.67,102.03,49.45,0.00788,0.01215,0.00884,0.01193,0.00568,,,
10/4/2018,28.61,64.73,242.82,103.98,50.19,0.02048,0.01526,0.01724,0.01893,0.01485,,,
11/4/2018,28.06,64.17,239.38,102.24,48.89,-0.01941,-0.00869,-0.01427,-0.01688,-0.02624,,,
12/4/2018,28.77,66.22,245.68,104.78,49.92,0.02499,0.03145,0.02598,0.02454,0.02085,,,
13-04-2018,27.97,65.19,242.2,101.94,49.11,-0.0282,-0.01568,-0.01427,-0.02748,-0.01636,,,
16-04-2018,28.09,64.33,244.06,101.86,49.5,0.00428,-0.01328,0.00765,-0.00079,0.00791,,,
17-04-2018,28.19,64.03,240.04,101.86,49.35,0.00355,-0.00467,-0.01661,0,-0.00303,,,
18-04-2018,27.71,63.33,240.39,101.03,49.37,-0.01717,-0.01099,0.00146,-0.00818,0.00041,,,
19-04-2018,28.33,64.52,240.55,103.25,50.71,0.02213,0.01862,0.00067,0.02174,0.02678,,,
20-04-2018,28.4,64.27,238.46,103.02,50.48,0.00247,-0.00388,-0.00873,-0.00223,-0.00455,,,
23-04-2018,28.46,63.79,233.45,102.52,49.72,0.00211,-0.0075,-0.02123,-0.00487,-0.01517,,,
24-04-2018,28.33,63.46,229.49,102.04,49.2,-0.00458,-0.00519,-0.01711,-0.00469,-0.01051,,,
25-04-2018,28.29,63.68,226.41,101.65,48.24,-0.00141,0.00346,-0.01351,-0.00383,-0.01971,,,
26-04-2018,28.22,63.51,227.22,101.76,48.39,-0.00248,-0.00267,0.00357,0.00108,0.0031,,,
27-04-2018,28.3,63.34,226.95,101.11,48.31,0.00283,-0.00268,-0.00119,-0.00641,-0.00165,,,
30-04-2018,28.08,62.68,225.56,100.54,48.08,-0.0078,-0.01047,-0.00614,-0.00565,-0.00477,,,
1/5/2018,28.11,62.66,223.99,100.54,48.26,0.00107,-0.00032,-0.00698,0,0.00374,,,
2/5/2018,27.76,62.42,221.51,99.74,48.16,-0.01253,-0.00384,-0.01113,-0.00799,-0.00207,,,
3/5/2018,27.41,62.38,220.9,99.11,47.58,-0.01269,-0.00064,-0.00276,-0.00634,-0.01212,,,
4/5/2018,27.5,62.67,222.35,100.21,47.88,0.00328,0.00464,0.00654,0.01104,0.00629,,,
7/5/2018,27.82,63.19,224.49,101.08,48.8,0.01157,0.00826,0.00958,0.00864,0.01903,,,
8/5/2018,28.09,65.49,224.3,102.58,49.72,0.00966,0.03575,-0.00085,0.01473,0.01868,,,
9/5/2018,28.83,66.37,228.77,104.81,50.43,0.026,0.01335,0.01973,0.02151,0.01418,,,
10/5/2018,28.99,66.94,230.39,105.63,51.27,0.00553,0.00855,0.00706,0.00779,0.01652,,,
11/5/2018,29.02,67.21,229.9,105.23,51.42,0.00103,0.00403,-0.00213,-0.00379,0.00292,,,
14-05-2018,29.21,66.99,230.84,105.27,51.43,0.00653,-0.00328,0.00408,0.00038,0.00019,,,
15-05-2018,29.3,67.04,228.61,104.46,51.09,0.00308,0.00075,-0.00971,-0.00772,-0.00663,,,
16-05-2018,29.15,66.37,228.05,104.75,51.2,-0.00513,-0.01004,-0.00245,0.00277,0.00215,,,
17-05-2018,28.92,66.01,226.29,104.4,51.11,-0.00792,-0.00544,-0.00775,-0.00335,-0.00176,,,
18-05-2018,28.4,64.53,224.3,102.71,50.22,-0.01814,-0.02268,-0.00883,-0.01632,-0.01757,,,
21-05-2018,28.67,64.97,224.96,103.65,50.63,0.00946,0.0068,0.00294,0.00911,0.00813,,,
22-05-2018,28.99,65.57,225.24,104.45,51.12,0.0111,0.00919,0.00124,0.00769,0.00963,,,
23-05-2018,28.57,64.79,225.06,103.96,50.62,-0.01459,-0.01197,-0.0008,-0.0047,-0.00983,,,
24-05-2018,28.35,63.93,223.45,102.8,50.3,-0.00773,-0.01336,-0.00718,-0.01122,-0.00634,,,
25-05-2018,28.31,63.13,222.42,102.27,49.38,-0.00141,-0.01259,-0.00462,-0.00517,-0.01846,,,
29-05-2018,27.18,60.61,214.86,97.9,46.54,-0.04073,-0.04074,-0.03458,-0.04367,-0.05923,,,
30-05-2018,27.68,61.51,217.65,100.14,47.48,0.01823,0.01474,0.0129,0.02262,0.02,,,
31-05-2018,27.37,61.52,214.53,98.9,46.7,-0.01126,0.00016,-0.01444,-0.01246,-0.01656,,,
1/6/2018,27.71,62.06,216.88,100.18,47.7,0.01235,0.00874,0.01089,0.01286,0.02119,,,
4/6/2018,27.71,62.12,218.34,100.23,48.02,0,0.00097,0.00671,0.0005,0.00669,,,
5/6/2018,27.44,61.58,216.87,99.67,47.3,-0.00979,-0.00873,-0.00676,-0.0056,-0.01511,,,
6/6/2018,28.31,62.94,220.56,102,48.35,0.03121,0.02184,0.01687,0.02311,0.02196,,,
7/6/2018,28.36,63.14,221.72,102.4,48.57,0.00176,0.00317,0.00525,0.00391,0.00454,,,
8/6/2018,28.28,63.16,221.66,102.69,48.35,-0.00282,0.00032,-0.00027,0.00283,-0.00454,,,
11/6/2018,28.33,62.83,222.33,102.43,48.23,0.00177,-0.00524,0.00302,-0.00254,-0.00248,,,
12/6/2018,28.18,62.37,220.94,101.84,47.8,-0.00531,-0.00735,-0.00627,-0.00578,-0.00896,,,
13-06-2018,28.12,62.07,222.08,101.64,48.06,-0.00213,-0.00482,0.00515,-0.00197,0.00542,,,
14-06-2018,27.8,61.03,221.91,99.84,47.79,-0.01145,-0.0169,-0.00077,-0.01787,-0.00563,,,
15-06-2018,27.59,61.19,220.27,99.72,47.65,-0.00758,0.00262,-0.00742,-0.0012,-0.00293,,,
18-06-2018,27.71,61.57,219.76,99.98,47.29,0.00434,0.00619,-0.00232,0.0026,-0.00758,,,
19-06-2018,27.57,61.6,216.85,99.4,46.5,-0.00507,0.00049,-0.01333,-0.00582,-0.01685,,,
20-06-2018,27.55,62.15,216.37,99.39,46.47,-0.00073,0.00889,-0.00222,-0.0001,-0.00065,,,
21-06-2018,27.6,62.38,215.58,99.36,46.38,0.00181,0.00369,-0.00366,-0.0003,-0.00194,,,
22-06-2018,27.32,61.99,214.66,97.74,45.54,-0.0102,-0.00627,-0.00428,-0.01644,-0.01828,,,
25-06-2018,26.84,60.65,210.41,96.85,44.64,-0.01773,-0.02185,-0.02,-0.00915,-0.01996,,,
26-06-2018,26.9,61.17,210.45,96.91,44.51,0.00223,0.00854,0.00019,0.00062,-0.00292,,,
27-06-2018,26.61,60.38,209.12,95.42,43.96,-0.01084,-0.013,-0.00634,-0.01549,-0.01243,,,
28-06-2018,27.02,61.69,212.19,96.98,44.98,0.01529,0.02146,0.01457,0.01622,0.02294,,,
29-06-2018,26.57,61.73,209.49,96.3,44.15,-0.01679,0.00065,-0.01281,-0.00704,-0.01863,,,
2/7/2018,26.65,61.95,212.04,97.12,44.45,0.00301,0.00356,0.0121,0.00848,0.00677,,,
3/7/2018,26.18,60.94,209.31,95.76,43.8,-0.01779,-0.01644,-0.01296,-0.0141,-0.01473,,,
5/7/2018,26.31,61.4,209.65,96.38,43.5,0.00495,0.00752,0.00162,0.00645,-0.00687,,,
6/7/2018,26.41,61.93,210.65,96.7,43.86,0.00379,0.00859,0.00476,0.00331,0.00824,,,
9/7/2018,27.38,63.59,216.53,99.69,45.09,0.03607,0.02645,0.02753,0.03045,0.02766,,,
10/7/2018,27.17,62.94,215.45,99.08,44.8,-0.0077,-0.01027,-0.005,-0.00614,-0.00645,,,
11/7/2018,27.03,62.64,214.32,98.86,44.48,-0.00517,-0.00478,-0.00526,-0.00222,-0.00717,,,
12/7/2018,27.11,63.2,215.8,99.29,44.73,0.00296,0.0089,0.00688,0.00434,0.0056,,,
13-07-2018,26.9,61.8,215.03,98.83,44.78,-0.00778,-0.0224,-0.00357,-0.00464,0.00112,,,
16-07-2018,28.06,64.07,219.81,102.75,45.55,0.04222,0.03607,0.02199,0.0389,0.01705,,,
17-07-2018,28.28,63.97,219.41,102.68,45.81,0.00781,-0.00156,-0.00182,-0.00068,0.00569,,,
18-07-2018,28.39,64.43,219.62,103.64,47.09,0.00388,0.00717,0.00096,0.00931,0.02756,,,
19-07-2018,27.96,63.64,218.09,102.11,46.43,-0.01526,-0.01234,-0.00699,-0.01487,-0.01411,,,
20-07-2018,28.39,63.85,220.05,103.41,46.82,0.01526,0.00329,0.00895,0.01265,0.00836,,,
23-07-2018,28.98,64.76,222.01,105.33,47.26,0.02057,0.01415,0.00887,0.0184,0.00935,,,
24-07-2018,29.05,65.56,224.03,106.07,47.49,0.00241,0.01228,0.00906,0.007,0.00485,,,
25-07-2018,29.28,66.16,224.8,107.03,47.54,0.00789,0.00911,0.00343,0.00901,0.00105,,,
26-07-2018,29.16,65.81,225.2,106.72,47.49,-0.00411,-0.0053,0.00178,-0.0029,-0.00105,,,
27-07-2018,29.27,66.13,225.7,107.82,47.55,0.00377,0.00485,0.00222,0.01025,0.00126,,,
30-07-2018,29.51,66.68,226.94,108.47,47.69,0.00817,0.00828,0.00548,0.00601,0.00294,,,
31-07-2018,29.1,66.31,225.5,106.82,47.37,-0.01399,-0.00556,-0.00637,-0.01533,-0.00673,,,
1/8/2018,29.45,66.35,224.18,107.48,47.02,0.01196,0.0006,-0.00587,0.00616,-0.00742,,,
2/8/2018,29.48,66.27,222.23,107.93,46.67,0.00102,-0.00121,-0.00874,0.00418,-0.00747,,,
3/8/2018,29.69,67.2,222.33,108.8,46.76,0.0071,0.01394,0.00045,0.00803,0.00193,,,
6/8/2018,29.7,67.21,224.08,108.83,46.84,0.00034,0.00015,0.00784,0.00028,0.00171,,,
7/8/2018,29.69,67.21,225.88,109.23,46.97,-0.00034,0,0.008,0.00367,0.00277,,,
8/8/2018,29.97,67.66,224.49,109.45,46.96,0.00939,0.00667,-0.00617,0.00201,-0.00021,,,
9/8/2018,29.78,66.82,222.03,108.61,46.32,-0.00636,-0.01249,-0.01102,-0.0077,-0.01372,,,
10/8/2018,29.39,65.22,218.07,107.54,45.34,-0.01318,-0.02424,-0.018,-0.0099,-0.02138,,,
13-08-2018,28.72,64.2,215.46,105.83,44.36,-0.02306,-0.01576,-0.01204,-0.01603,-0.02185,,,
14-08-2018,29.02,64.99,218.03,106.54,44.84,0.01039,0.01223,0.01186,0.00669,0.01076,,,
15-08-2018,28.61,63.72,217.73,105.65,44.46,-0.01423,-0.01973,-0.00138,-0.00839,-0.00851,,,
16-08-2018,28.95,64.57,221.29,106.65,45.26,0.01181,0.01325,0.01622,0.00942,0.01783,,,
17-08-2018,28.97,64.67,221.65,106.65,45.32,0.00069,0.00155,0.00163,0,0.00132,,,
20-08-2018,29.09,65.47,223.93,106.51,45.25,0.00413,0.01229,0.01023,-0.00131,-0.00155,,,
21-08-2018,29.23,66.13,226.66,107.16,45.48,0.0048,0.01003,0.01212,0.00608,0.00507,,,
22-08-2018,29.19,66.02,227.31,106.83,45.54,-0.00137,-0.00166,0.00286,-0.00308,0.00132,,,
23-08-2018,29.06,65.73,224.46,106.61,45.1,-0.00446,-0.0044,-0.01262,-0.00206,-0.00971,,,
24-08-2018,29.11,65.6,223.3,106.56,45.11,0.00172,-0.00198,-0.00518,-0.00047,0.00022,,,
27-08-2018,29.51,67.2,230.41,108.45,46.74,0.01365,0.0241,0.03134,0.01758,0.0355,,,
28-08-2018,29.47,67.19,230.19,107.92,46.85,-0.00136,-0.00015,-0.00096,-0.0049,0.00235,,,
29-08-2018,29.35,67.33,230.03,107.57,46.8,-0.00408,0.00208,-0.0007,-0.00325,-0.00107,,,
30-08-2018,29.22,66.33,228.12,107.04,46.19,-0.00444,-0.01496,-0.00834,-0.00494,-0.01312,,,
31-08-2018,29.15,66.13,226.61,106.47,45.75,-0.0024,-0.00302,-0.00664,-0.00534,-0.00957,,,
4/9/2018,29.35,66.28,226.47,107,45.64,0.00684,0.00227,-0.00062,0.00497,-0.00241,,,
5/9/2018,29.38,66.06,226.37,106.48,45.65,0.00102,-0.00332,-0.00044,-0.00487,0.00022,,,
6/9/2018,29.21,65.08,223.47,106.03,44.91,-0.0058,-0.01495,-0.01289,-0.00424,-0.01634,,,
7/9/2018,29.22,64.64,222.89,106.23,45.18,0.00034,-0.00678,-0.0026,0.00188,0.00599,,,
10/9/2018,29.18,64.63,220.99,105.66,44.92,-0.00137,-0.00015,-0.00856,-0.00538,-0.00577,,,
11/9/2018,29.21,64.45,219.37,106.33,44.84,0.00103,-0.00279,-0.00736,0.00632,-0.00178,,,
12/9/2018,28.81,65.45,217.4,105.08,44.49,-0.01379,0.0154,-0.00902,-0.01183,-0.00784,,,
13-09-2018,28.54,65.12,217.58,105.49,44.71,-0.00942,-0.00505,0.00083,0.00389,0.00493,,,
14-09-2018,28.76,65.48,218.44,105.47,45.15,0.00768,0.00551,0.00394,-0.00019,0.00979,,,
17-09-2018,28.67,65.79,217.16,105.78,44.67,-0.00313,0.00472,-0.00588,0.00293,-0.01069,,,
18-09-2018,28.61,66.24,218.11,106.21,44.83,-0.00209,0.00682,0.00437,0.00406,0.00358,,,
19-09-2018,29.35,68.43,224.48,109.3,46,0.02554,0.03253,0.02879,0.02868,0.02576,,,
20-09-2018,29.53,69.42,226.22,110.24,46.74,0.00611,0.01436,0.00772,0.00856,0.01596,,,
21-09-2018,29.38,68.83,224.26,109.51,46.3,-0.00509,-0.00854,-0.0087,-0.00664,-0.00946,,,
24-09-2018,29.11,68.54,221.93,108.46,45.5,-0.00923,-0.00422,-0.01044,-0.00963,-0.01743,,,
25-09-2018,29.04,68.24,221.55,108.15,45.24,-0.00241,-0.00439,-0.00171,-0.00286,-0.00573,,,
26-09-2018,28.53,67.25,218.1,106.88,44.69,-0.01772,-0.01461,-0.01569,-0.01181,-0.01223,,,
27-09-2018,28.35,67.72,217.01,106.42,44.76,-0.00633,0.00696,-0.00501,-0.00431,0.00157,,,
28-09-2018,27.9,66.59,213.68,104.85,43.63,-0.016,-0.01683,-0.01546,-0.01486,-0.02557,,,
1/10/2018,28.08,66.77,214.72,105.47,43.69,0.00643,0.0027,0.00486,0.0059,0.00137,,,
2/10/2018,28.01,66.65,215.42,105.9,43.69,-0.0025,-0.0018,0.00325,0.00407,0,,,
3/10/2018,28.41,67.17,217.05,106.9,44.14,0.01418,0.00777,0.00754,0.0094,0.01025,,,
4/10/2018,28.81,67.41,216.77,107.86,44.29,0.01398,0.00357,-0.00129,0.00894,0.00339,,,
5/10/2018,28.63,67.22,215.08,107.25,43.8,-0.00627,-0.00282,-0.00783,-0.00567,-0.01113,,,
8/10/2018,28.66,67.38,214.74,107.91,44.06,0.00105,0.00238,-0.00158,0.00613,0.00592,,,
9/10/2018,28.39,66.73,212.41,107.16,43.25,-0.00947,-0.00969,-0.01091,-0.00697,-0.01856,,,
10/10/2018,27.69,64.93,204.77,104.31,41.81,-0.02497,-0.02734,-0.03663,-0.02696,-0.03386,,,
11/10/2018,26.85,63.47,202.94,101.18,40.75,-0.03081,-0.02274,-0.00898,-0.03047,-0.02568,,,
12/10/2018,26.95,64.83,203.8,100.08,40.69,0.00372,0.0212,0.00423,-0.01093,-0.00147,,,
15-10-2018,26.44,64.24,205.08,99.51,40.73,-0.01911,-0.00914,0.00626,-0.00571,0.00098,,,
16-10-2018,27.02,64.71,211.26,101.64,43.04,0.0217,0.00729,0.02969,0.02118,0.05516,,,
17-10-2018,27.37,64.83,217.53,102.77,44.22,0.01287,0.00185,0.02925,0.01106,0.02705,,,
18-10-2018,26.75,63.7,214.35,101.14,43.13,-0.02291,-0.01758,-0.01473,-0.01599,-0.02496,,,
19-10-2018,26.82,63.92,216.27,100.98,43.49,0.00261,0.00345,0.00892,-0.00158,0.00831,,,
22-10-2018,25.93,61.81,211.16,99.53,42.27,-0.03375,-0.03357,-0.02391,-0.01446,-0.02845,,,
23-10-2018,25.59,61.01,208.27,98.49,41.71,-0.0132,-0.01303,-0.01378,-0.0105,-0.01334,,,
24-10-2018,24.8,59.22,199.33,96.65,40.75,-0.03136,-0.02978,-0.04387,-0.01886,-0.02329,,,
25-10-2018,25.18,60.31,203.93,98.12,41.74,0.01521,0.01824,0.02282,0.0151,0.024,,,
26-10-2018,24.99,59.6,202.36,96.77,41.2,-0.00757,-0.01184,-0.00773,-0.01385,-0.01302,,,
29-10-2018,25.2,59.73,204.39,98.11,41.18,0.00837,0.00218,0.00998,0.01375,-0.00049,,,
30-10-2018,25.36,59.9,208.95,99.84,41.98,0.00633,0.00284,0.02207,0.01748,0.01924,,,
31-10-2018,26.04,60.76,214.75,102.01,43.08,0.02646,0.01426,0.02738,0.0215,0.02587,,,
1/11/2018,26.33,61.11,216.28,101.98,43.29,0.01108,0.00574,0.0071,-0.00029,0.00486,,,
2/11/2018,26.41,61.61,218.87,101.42,43.35,0.00303,0.00815,0.0119,-0.00551,0.00139,,,
5/11/2018,26.57,62.9,217.95,102.08,43.23,0.00604,0.02072,-0.00421,0.00649,-0.00277,,,
6/11/2018,26.71,62.32,217.45,102.56,43.13,0.00526,-0.00926,-0.0023,0.00469,-0.00232,,,
7/11/2018,27.03,63.8,220.39,104.32,43.97,0.01191,0.02347,0.01343,0.01702,0.01929,,,
8/11/2018,27.34,63.35,220.74,105.16,43.8,0.0114,-0.00708,0.00159,0.00802,-0.00387,,,
9/11/2018,27.01,61.46,212.16,104.14,43.14,-0.01214,-0.03029,-0.03964,-0.00975,-0.01518,,,
12/11/2018,26.28,60.01,196.34,101.95,41.63,-0.0274,-0.02388,-0.07749,-0.02125,-0.03563,,,
13-11-2018,26.29,60.55,195.39,102.55,42.15,0.00038,0.00896,-0.00485,0.00587,0.01241,,,
14-11-2018,25.77,59.35,192.95,100.43,41.37,-0.01998,-0.02002,-0.01257,-0.02089,-0.01868,,,
15-11-2018,26.42,60.38,194.14,103,41.79,0.02491,0.01721,0.00615,0.02527,0.0101,,,
16-11-2018,26.28,60.7,192.6,102.92,41.63,-0.00531,0.00529,-0.00796,-0.00078,-0.00384,,,
19-11-2018,26.28,60.4,188.88,103.71,41.9,0,-0.00495,-0.0195,0.00765,0.00646,,,
20-11-2018,25.93,58.44,182.33,101.48,40.66,-0.01341,-0.03299,-0.03529,-0.02174,-0.03004,,,
21-11-2018,25.82,58.76,183.53,100.72,41.25,-0.00425,0.00546,0.00656,-0.00752,0.01441,,,
23-11-2018,25.54,57.71,180.19,99.8,40.64,-0.0109,-0.01803,-0.01837,-0.00918,-0.0149,,,
26-11-2018,26.1,59.56,185.19,102.24,41.77,0.02169,0.03155,0.02737,0.02415,0.02743,,,
27-11-2018,26.27,59.31,184.53,102.67,41.56,0.00649,-0.00421,-0.00357,0.0042,-0.00504,,,
28-11-2018,26.92,61.29,189.01,103.81,42.75,0.02444,0.03284,0.02399,0.01104,0.02823,,,
29-11-2018,26.55,60.66,186.42,102.99,41.99,-0.01384,-0.01033,-0.0138,-0.00793,-0.01794,,,
30-11-2018,26.89,60.56,182.44,104.05,41.88,0.01272,-0.00165,-0.02158,0.01024,-0.00262,,,
3/12/2018,27.03,60.9,183.34,105.03,42.84,0.00519,0.0056,0.00492,0.00937,0.02266,,,
4/12/2018,25.56,58.19,176.34,100.34,40.68,-0.05592,-0.04552,-0.03893,-0.04568,-0.05174,,,
6/12/2018,25.02,56.13,176.13,98.43,40.2,-0.02135,-0.03604,-0.00119,-0.01922,-0.01187,,,
7/12/2018,24.21,54.54,171.9,96.65,38.98,-0.03291,-0.02874,-0.02431,-0.01825,-0.03082,,,
10/12/2018,23.58,53.34,171.1,94.85,38.41,-0.02637,-0.02225,-0.00466,-0.0188,-0.01473,,,
11/12/2018,23.41,52.55,169.15,93.92,38.32,-0.00724,-0.01492,-0.01146,-0.00985,-0.00235,,,
12/12/2018,23.35,52.32,169.06,94.53,38.5,-0.00257,-0.00439,-0.00053,0.00647,0.00469,,,
13-12-2018,23.23,52.12,168.31,94.62,38.3,-0.00515,-0.00383,-0.00445,0.00095,-0.00521,,,
14-12-2018,23.31,51.42,165.3,93.85,37.4,0.00344,-0.01352,-0.01805,-0.00817,-0.02378,,,
17-12-2018,23.3,50.7,160.74,92.65,37.36,-0.00043,-0.0141,-0.02797,-0.01287,-0.00107,,,
18-12-2018,23.3,50.41,164.08,92.21,37.63,0,-0.00574,0.02057,-0.00476,0.0072,,,
19-12-2018,23.02,49.37,161.93,91.04,37.08,-0.01209,-0.02085,-0.01319,-0.01277,-0.01472,,,
20-12-2018,22.96,48.85,161.13,90.25,36.71,-0.00261,-0.01059,-0.00495,-0.00872,-0.01003,,,
21-12-2018,22.25,46.96,153.13,88.12,35.55,-0.03141,-0.03946,-0.05092,-0.02388,-0.03211,,,
24-12-2018,21.64,46.04,149.59,86.22,34.92,-0.0278,-0.01979,-0.02339,-0.0218,-0.01788,,,
26-12-2018,22.96,48.08,155.88,89.79,37.08,0.05921,0.04336,0.04119,0.04057,0.06002,,,
27-12-2018,23.21,48.39,158.26,90.8,37.42,0.01083,0.00643,0.01515,0.01119,0.00913,,,
28-12-2018,23.22,48.44,155.98,90.61,37.14,0.00043,0.00103,-0.01451,-0.00209,-0.00751,,,
31-12-2018,23.46,48.66,159.83,91.35,37.41,0.01028,0.00453,0.02438,0.00813,0.00724,,,
2/1/2019,23.77,50.03,164.59,92.93,38.11,0.01313,0.02777,0.02935,0.01715,0.01854,,,
3/1/2019,23.39,49.12,162.18,91.61,37.43,-0.01612,-0.01836,-0.01475,-0.01431,-0.018,,,
4/1/2019,24.36,51.53,167.48,94.99,38.96,0.04063,0.0479,0.03216,0.03623,0.04006,,,
7/1/2019,24.34,51.98,168.41,95.05,39.35,-0.00082,0.00869,0.00554,0.00063,0.00996,,,
8/1/2019,24.29,51.84,167.79,94.87,39.1,-0.00206,-0.0027,-0.00369,-0.0019,-0.00637,,,
9/1/2019,24.53,52.7,168.84,94.71,39.38,0.00983,0.01645,0.00624,-0.00169,0.00714,,,
10/1/2019,24.5,52.75,168.39,94.7,39.3,-0.00122,0.00095,-0.00267,-0.00011,-0.00203,,,
11/1/2019,24.79,52.98,169.28,94.25,39.38,0.01177,0.00435,0.00527,-0.00476,0.00203,,,
14-01-2019,25.11,55.08,170.99,95.22,40.08,0.01283,0.03887,0.01005,0.01024,0.01762,,,
15-01-2019,25.28,57.37,172.13,95.92,40.45,0.00675,0.04073,0.00664,0.00732,0.00919,,,
16-01-2019,27.09,58.13,188.56,96.69,41.97,0.06915,0.01316,0.09117,0.008,0.03689,,,
17-01-2019,27.6,58.39,190.48,97.09,40.12,0.01865,0.00446,0.01013,0.00413,-0.04508,,,
18-01-2019,27.9,58.99,193.78,98.66,41.22,0.01081,0.01022,0.01718,0.01604,0.02705,,,
22-01-2019,27.7,57.81,189.13,97.11,40.01,-0.00719,-0.02021,-0.02429,-0.01584,-0.02979,,,
23-01-2019,27.54,58.07,188.39,96.86,39.76,-0.00579,0.00449,-0.00392,-0.00258,-0.00627,,,
24-01-2019,27.69,58.61,189.25,96.92,39.67,0.00543,0.00926,0.00455,0.00062,-0.00227,,,
25-01-2019,28.17,59.84,192.06,97.53,40.55,0.01719,0.02077,0.01474,0.00627,0.02194,,,
28-01-2019,28.21,59.68,191.08,97.99,40.24,0.00142,-0.00268,-0.00512,0.00471,-0.00767,,,
29-01-2019,27.99,59.08,191.83,98.27,40.08,-0.00783,-0.0101,0.00392,0.00285,-0.00398,,,
30-01-2019,27.68,60.02,193.72,98.49,40.65,-0.01114,0.01579,0.0098,0.00224,0.01412,,,
31-01-2019,27.11,60.25,189.45,97.64,40.19,-0.02081,0.00382,-0.02229,-0.00867,-0.01138,,,
1/2/2019,27.02,59.93,188.04,97.99,39.73,-0.00333,-0.00533,-0.00747,0.00358,-0.01151,,,
4/2/2019,27.5,60.29,189.17,98.34,40.34,0.01761,0.00599,0.00599,0.00357,0.01524,,,
5/2/2019,27.4,60.06,189.45,97.91,40.33,-0.00364,-0.00382,0.00148,-0.00438,-0.00025,,,
6/2/2019,27.36,60.13,188.12,97.86,40.27,-0.00146,0.00116,-0.00705,-0.00051,-0.00149,,,
7/2/2019,26.89,59.12,184.72,96.58,39.41,-0.01733,-0.01694,-0.01824,-0.01317,-0.02159,,,
8/2/2019,26.94,58.36,183.38,95.62,38.77,0.00186,-0.01294,-0.00728,-0.00999,-0.01637,,,
11/2/2019,27.05,57.99,183.06,95.16,38.2,0.00407,-0.00636,-0.00175,-0.00482,-0.01481,,,
12/2/2019,27.32,58.99,186.08,96.79,39.1,0.00993,0.0171,0.01636,0.01698,0.02329,,,
13-02-2019,27.33,59.33,186.27,97.25,39.13,0.00037,0.00575,0.00102,0.00474,0.00077,,,
14-02-2019,27.03,58.75,184.2,96.62,38.69,-0.01104,-0.00982,-0.01118,-0.0065,-0.01131,,,
15-02-2019,27.72,60.49,189.92,99.57,39.89,0.02521,0.02919,0.03058,0.03008,0.03054,,,
19-02-2019,27.74,60.6,190.08,99.22,40.06,0.00072,0.00182,0.00084,-0.00352,0.00425,,,
20-02-2019,28,60.84,190.01,99.7,40.3,0.00933,0.00395,-0.00037,0.00483,0.00597,,,
21-02-2019,27.89,60.54,187.87,99.49,39.87,-0.00394,-0.00494,-0.01133,-0.00211,-0.01073,,,
22-02-2019,27.69,60.37,187.52,99.05,39.7,-0.0072,-0.00281,-0.00186,-0.00443,-0.00427,,,
25-02-2019,27.87,60.74,190.06,100.09,40.08,0.00648,0.00611,0.01345,0.01045,0.00953,,,
26-02-2019,27.89,60.35,190.3,99.32,40.29,0.00072,-0.00644,0.00126,-0.00772,0.00523,,,
27-02-2019,28.12,60.61,190.3,99.2,40.44,0.00821,0.0043,0,-0.00121,0.00372,,,
28-02-2019,27.83,60.22,188.95,98.45,39.89,-0.01037,-0.00646,-0.00712,-0.00759,-0.01369,,,
1/3/2019,28.05,60.68,190.4,98.51,40.38,0.00787,0.00761,0.00764,0.00061,0.01221,,,
4/3/2019,27.78,60,188.26,98.29,39.9,-0.00967,-0.01127,-0.0113,-0.00224,-0.01196,,,
5/3/2019,27.83,59.23,188.28,98.21,39.81,0.0018,-0.01292,0.00011,-0.00081,-0.00226,,,
6/3/2019,27.6,58.84,187.07,97.84,39.54,-0.0083,-0.00661,-0.00645,-0.00377,-0.00681,,,
7/3/2019,27.32,58.26,185.18,97.14,39.12,-0.0102,-0.00991,-0.01015,-0.00718,-0.01068,,,
8/3/2019,27.42,58.41,187.55,97.17,39.3,0.00365,0.00257,0.01272,0.00031,0.00459,,,
11/3/2019,27.7,58.65,188.25,98.44,39.76,0.01016,0.0041,0.00373,0.01299,0.01164,,,
12/3/2019,27.7,59.12,188.89,98.15,39.93,0,0.00798,0.00339,-0.00295,0.00427,,,
13-03-2019,28.03,59.91,189.48,98.48,40.29,0.01184,0.01327,0.00312,0.00336,0.00898,,,
